Source,Target,Symbol,Compare Length,Score,Relationship
5217,951,CDNA,1408,0.04864831036058928,3.455135679019125e-05
5217,952,CDNS,2427,0.13074290682594197,5.387017174534074e-05
5217,953,CDOR,2427,0.004217655635229662,1.7378061949854398e-06
5217,954,CDR,2427,0.08034370302697809,3.310412156035356e-05
5217,955,CDTX,1221,0.04162310210261625,3.408935471139742e-05
5217,956,CDW,1673,0.053871121184567605,3.22003115269382e-05
5217,957,CDXC,2427,0.07935407265829994,3.269636285879684e-05
5217,958,CDXS,2427,0.13015442868968463,5.36277003253748e-05
5217,959,CDZI,2427,0.11062738220030209,4.558194569439724e-05
5217,960,CE,2427,0.14996865587533048,6.179178239609826e-05
5217,961,CEA,2427,0.08026168107598361,3.30703259480773e-05
5217,962,CECE,2427,0.08831456226697172,3.638836516974525e-05
5217,963,CEE,2427,0.0538274601857339,2.217859917005929e-05
5217,964,CEI,2427,0.12402010074727414,5.1100165120426096e-05
5217,965,CEIX,568,0.028929461441732834,5.0932150425585975e-05
5217,966,CEL,2427,0.06267303206346933,2.582325177728444e-05
5217,967,CELC,607,0.007437079267912624,1.2252189897714372e-05
5217,968,CELH,2427,0.06545902840369129,2.6971169511203664e-05
5217,969,CELP,1534,0.058325243517433255,3.8021671132616204e-05
5217,970,CEM,2427,0.08585345048978932,3.537431004935695e-05
5217,971,CEMI,2427,0.013405117012243397,5.523327981970909e-06
5217,972,CEN,1610,0.06774352797865509,4.20767254525808e-05
5217,973,CENT,2427,0.04960768426567869,2.0439919351330323e-05
5217,974,CENTA,2427,0.06672286833062256,2.749191113746294e-05
5217,975,CENX,2427,0.23700980595934093,9.765546187035061e-05
5217,976,CEO,2427,0.09095271983600353,3.747536870045469e-05
5217,977,CEPU,514,0.02515346614541561,4.893670456306539e-05
5217,978,CEQP,2427,0.10526118022840338,4.337090244268783e-05
5217,979,CERC,1094,0.07309160784009552,6.681134171855167e-05
5217,980,CERN,2427,0.10908903322288015,4.494809774325511e-05
5217,981,CERS,2427,0.20059186339749702,8.265012912958261e-05
5217,982,CET,2427,0.045156525948236804,1.860590273928175e-05
5217,983,CETV,2427,0.16636147855899014,6.854613867284307e-05
5217,984,CETX,1171,0.019312787862189897,1.6492560087267205e-05
5217,985,CETXP,755,0.010504721052574762,1.3913537817979817e-05
5217,986,CEV,2427,0.00977271525339569,4.026664710917054e-06
5217,987,CEVA,2427,0.18876644207256796,7.777768523797609e-05
5217,988,CF,2427,0.130977697245707,5.3966912750600326e-05
5217,990,CFBI,707,-0.0047926299608357205,-6.778825970064669e-06
5217,991,CFBK,2427,0.016336178173064538,6.731016964591899e-06
5217,992,CFFA,261,-0.0010863180088100317,-4.162137964789394e-06
5217,993,CFFAU,297,0.00021878741169203383,7.366579518250298e-07
5217,994,CFFI,2427,0.07115697371902167,2.9318901408743993e-05
5217,995,CFFN,2427,0.032117805133815985,1.3233541464283472e-05
5217,996,CFG,1360,0.045492541946753326,3.34503984902598e-05
5217,997,CFMS,1168,0.047060061694452614,4.029114871100395e-05
5217,998,CFR,2427,0.08563102415828497,3.528266343563451e-05
5217,999,CFRX,1368,0.03888368146063865,2.842374375777679e-05
5217,1000,CFX,2427,0.17603422871368807,7.253161463275157e-05
5217,1001,CFXA,275,0.011284729312428797,4.10353793179229e-05
5217,1002,CG,1961,0.07602629475677947,3.876914571992833e-05
5217,1003,CGA,2427,0.057096363257236445,2.3525489599190955e-05
5217,1004,CGBD,675,0.011436095768131522,1.6942364100935587e-05
5217,1005,CGEN,2427,0.19592299654408107,8.072640978330493e-05
5217,1006,CGIX,1731,0.13865852910896465,8.010313640032619e-05
5217,1007,CGNX,2427,0.1847707293343321,7.613132646655628e-05
5217,1008,CGO,2427,0.05714587784907311,2.3545891161546398e-05
5217,1009,CHA,2427,0.04535793920032745,1.8688891306274187e-05
5217,1010,CHAP,675,0.017014968292083925,2.5207360432716924e-05
5217,1011,CHCI,2427,0.01953622210912329,8.049535273639591e-06
5217,1012,CHCO,2427,0.0879973678412973,3.6257671133620644e-05
5217,1013,CHCT,1196,0.02199703910669626,1.8392173166133996e-05
5217,1014,CHD,2427,0.03669391209519736,1.5119040830324416e-05
5217,1015,CHDN,2427,0.08153311641004961,3.359419711992155e-05
5217,1016,CHE,2427,0.0758463834668816,3.12510850708206e-05
5217,1017,CHEF,2154,0.10027524683113387,4.655303938307051e-05
5217,1018,CHEK,1250,-0.01936317255150711,-1.5490538041205687e-05
5217,1019,CHFS,2014,0.05579937121924403,2.7705745391878866e-05
5217,1020,CHGG,1576,0.11916835495228278,7.561443842149923e-05
5217,1021,CHH,2427,0.08807014380654411,3.628765711023655e-05
5217,1022,CHI,2427,0.052412059239653294,2.1595409657871155e-05
5217,1023,CHK,2427,0.21432451090666163,8.830840993269948e-05
5217,1024,CHKP,2427,0.08272287224683277,3.408441378114247e-05
5217,1025,CHL,2427,0.029249274579093827,1.2051617049482418e-05
5217,1026,CHMA,1157,0.04111997181517326,3.55401657866666e-05
5217,1027,CHMG,2427,0.015254482683365931,6.28532455021258e-06
5217,1028,CHMI,1604,0.026851289981058013,1.674020572385163e-05
5217,1029,CHN,2427,0.043348657934797453,1.7861004505478968e-05
5217,1032,CHNR,2427,0.006239450240947277,2.5708488837854456e-06
5217,1035,CHRA,423,0.015668647255950893,3.704171928120778e-05
5217,1036,CHRS,1329,0.08084492978060355,6.083139938344887e-05
5217,1037,CHRW,2427,0.05960529848573076,2.4559249479081484e-05
5217,1038,CHS,2427,0.11079250208596304,4.564998025791637e-05
5217,1039,CHSCL,1282,0.006019390740255983,4.695312589903263e-06
5217,1040,CHSCM,1370,0.0033322049241967314,2.432266368026811e-06
5217,1041,CHSCN,1500,0.010117738585567339,6.745159057044892e-06
5217,1042,CHSCO,1613,0.009913975604654379,6.146296097119888e-06
5217,1043,CHSCP,2427,0.00306113058114238,1.2612816568365802e-06
5217,1044,CHT,2427,0.013770378708575353,5.6738272388031945e-06
5217,1045,CHTR,2427,0.07870115291923187,3.242733948052405e-05
5217,1046,CHU,2427,0.046503299784696216,1.916081573329057e-05
5217,1047,CHUY,1905,0.07548511863819778,3.962473419327967e-05
5217,1048,CHW,2427,0.06363058434821847,2.6217793303757097e-05
5217,1050,CHY,2427,0.05453953251388113,2.2471995267359344e-05
5217,1051,CI,2427,0.08058587944725225,3.320390582911094e-05
5217,1052,CIA,2427,0.13987640585469177,5.7633459355043995e-05
5217,1053,CIB,2427,0.07697469041765018,3.171598286676975e-05
5217,1054,CIDM,2427,0.08921728163035506,3.6760313815556264e-05
5217,1055,CIEN,2427,0.20014848844125221,8.246744476359795e-05
5217,1056,CIF,2427,0.02213363648300088,9.119751332097601e-06
5217,1057,CIFS,637,0.03440823136560387,5.401606179843622e-05
5217,1058,CIG,2427,0.09946544810232995,4.098287931698803e-05
5217,1059,CIGI,2427,0.05638134658915467,2.3230880341637688e-05
5217,1061,CII,2427,0.04883865434402424,2.0123054941913575e-05
5217,1064,CIK,2427,0.02179819647410235,8.981539544335537e-06
5217,1065,CIM,2427,0.061493086615716876,2.5337077303550424e-05
5217,1066,CINF,2427,0.050393041135959445,2.0763510974849378e-05
5217,1067,CINR,1619,0.028036233950865023,1.7317006763968512e-05
5217,1068,CIO,1472,0.02216679480808352,1.5058963864187173e-05
5217,1069,CIR,2427,0.14314071349714436,5.897845632350406e-05
5217,1070,CIT,2427,0.09658679487929206,3.979678404585581e-05
5217,1071,CIVB,2427,0.018954834038985336,7.809985182935861e-06
5217,1072,CIX,2427,0.0570571374290587,2.3509327329649237e-05
5217,1073,CIZN,2427,-0.015454347138670577,-6.367674964429575e-06
5217,1074,CJJD,2427,0.10064717792248674,4.146978900802915e-05
5217,1075,CKH,2427,0.10332278064535949,4.2572221114692824e-05
5217,1076,CKPT,796,0.02881253446910095,3.619665134309165e-05
5217,1077,CKX,2427,0.004122816322994601,1.6987294285103424e-06
5217,1078,CL,2427,0.02816853710154434,1.1606319366108092e-05
5217,1079,CLAR,2427,0.10540450164998032,4.342995535639898e-05
5217,1080,CLB,2427,0.12566333719129322,5.177722999229222e-05
5217,1081,CLBK,460,0.007676131517319598,1.6687242428955648e-05
5217,1082,CLBS,2427,0.15264849116684787,6.289595845358379e-05
5217,1083,CLCT,2427,0.09353887101177896,3.854094396859455e-05
5217,1084,CLDB,2427,-0.011988084074745867,-4.939466038214202e-06
5217,1085,CLDR,707,0.05124879076862912,7.248768142663242e-05
5217,1086,CLDT,2427,0.08314162700304674,3.425695385374814e-05
5217,1087,CLDX,2427,0.2559776752722893,0.00010547081799435077
5217,1089,CLFD,2427,0.12337356213491418,5.083377096617807e-05
5217,1090,CLGN,516,0.013801771200575493,2.6747618605766458e-05
5217,1091,CLGX,2427,0.12723283523641638,5.242391233474099e-05
5217,1092,CLH,2427,0.09074389515085587,3.738932639095833e-05
5217,1093,CLI,2427,0.07508418491559958,3.093703539991742e-05
5217,1094,CLIR,1967,0.06285020092305037,3.19523136365279e-05
5217,1095,CLLS,1236,0.07598112740818289,6.14734040519279e-05
5217,1096,CLM,2427,0.07062216371600812,2.9098542940258804e-05
5217,1097,CLMT,2427,0.11865136965261322,4.888807979094076e-05
5217,1098,CLNC,515,0.01967085985124772,3.8195844371354794e-05
5217,1099,CLNE,2427,0.16755131476828464,6.903638845005547e-05
5217,1100,CLNY,1421,0.0758789502717978,5.339827605334116e-05
5217,1101,CLPR,760,0.017580102536028652,2.3131713863195596e-05
5217,1102,CLPS,437,0.03612128866333384,8.26574111289104e-05
5217,1104,CLR,2427,0.20467753846507375,8.433355519780542e-05
5217,1105,CLRB,2427,0.03894942653927946,1.6048383411322398e-05
5217,1106,CLRO,2427,0.008717369728197786,3.591829307044823e-06
5217,1107,CLS,2427,0.10476692081400804,4.316725208652989e-05
5217,1108,CLSD,935,-0.012512095581931849,-1.3381920408483261e-05
5217,1109,CLSK,1751,0.028361775084236075,1.6197472920751613e-05
5217,1110,CLSN,2427,0.1621558565763754,6.681329071956135e-05
5217,1111,CLUB,2427,0.0895579897991132,3.6900696250149646e-05
5217,1112,CLVS,2076,0.1614448097780101,7.776724941137288e-05
5217,1113,CLW,2427,0.11729113722037403,4.832762143402308e-05
5217,1114,CLWT,2427,0.05544507296300327,2.28451062888353e-05
5217,1115,CLX,2427,0.02603961733697674,1.0729137757303972e-05
5217,1116,CLXT,650,0.05985641964038423,9.208679944674497e-05
5217,1117,CM,2427,0.03775295936852756,1.55554014703451e-05
5217,1118,CMA,2427,0.10486536915335655,4.320781588519017e-05
5217,1120,CMC,2427,0.14465442113140023,5.9602151269633385e-05
5217,1121,CMCL,2427,0.014887872160411769,6.134269534574276e-06
5217,1122,CMCM,1456,0.09638122139281566,6.619589381374701e-05
5217,1123,CMCO,2427,0.16184301308532448,6.668438940474845e-05
5217,1124,CMCSA,2427,0.06260735684259111,2.5796191529703794e-05
5217,1125,CMCT,2427,0.020874906828157,8.601115297963328e-06
5217,1126,CMCTP,335,0.0009672834782203196,2.8874133678218494e-06
5217,1127,CMD,2427,0.10023594396567719,4.1300347740287264e-05
5217,1128,CME,2427,0.06768322950859354,2.7887610015901747e-05
5217,1129,CMG,2427,0.11505052673029394,4.7404419748782006e-05
5217,1130,CMI,2427,0.1300474004953951,5.358360135780597e-05
5217,1131,CMLS,390,-0.002822456032440491,-7.2370667498474125e-06
5217,1132,CMO,2427,0.03966566188092611,1.6343494800546397e-05
5217,1133,CMP,2427,0.08234955221183321,3.3930594236437254e-05
5217,1134,CMPR,2427,0.14972357405578268,6.169080101185937e-05
5217,1135,CMRE,2337,0.11417100189516771,4.8853659347525764e-05
5217,1136,CMRX,1727,0.13439069674907114,7.78174271853336e-05
5217,1137,CMS,2427,0.021696447955389556,8.939615968434098e-06
5217,1138,CMSA,488,0.0019144437038503134,3.923040376742445e-06
5217,1139,CMSC,348,0.0017199927189866975,4.9425078131801656e-06
5217,1140,CMSD,251,-0.0007024293667110765,-2.7985233733509024e-06
5217,1141,CMT,2427,0.07275885762952074,2.9978927741870926e-05
5217,1142,CMTL,2427,0.0927214282359403,3.8204131947235394e-05
5217,1143,CMU,2427,0.01621349060157844,6.680465843254405e-06
5217,1144,CNA,2427,0.05490418049791867,2.262224165550831e-05
5217,1145,CNAT,1654,0.15361830467417992,9.287684684049571e-05
5217,1146,CNBKA,2427,0.06110293450094459,2.5176322414892704e-05
5217,1147,CNC,2427,0.14011153601035278,5.773034034213135e-05
5217,1148,CNCE,1514,0.08984849392704992,5.9345108274141296e-05
5217,1149,CNDT,800,0.02219779706877268,2.774724633596585e-05
5217,1150,CNET,2427,0.12533947115031477,5.164378704174486e-05
5217,1151,CNF,321,0.015390911848531483,4.794676588327565e-05
5217,1152,CNFR,1137,-0.00853853857824289,-7.509708512086974e-06
5217,1153,CNFRL,326,-0.00945617161315738,-2.9006661390053313e-05
5217,1154,CNHI,1608,0.04510416718541762,2.804985521481195e-05
5217,1155,CNI,2427,0.07865356558198712,3.240773200741126e-05
5217,1156,CNK,2427,0.08601596044421399,3.544126923947836e-05
5217,1157,CNMD,2427,0.09139742900869297,3.765860280539471e-05
5217,1158,CNNB,491,0.00696934656832413,1.419418853019171e-05
5217,1159,CNNE,564,0.025644309293941438,4.546863349989617e-05
5217,1160,CNO,2427,0.12485591370612502,5.1444546232437175e-05
5217,1161,CNOB,2427,0.07813787916078518,3.219525305347556e-05
5217,1162,CNP,2427,0.03769867087663966,1.5533032911676827e-05
5217,1163,CNQ,2427,0.13722126244407334,5.653945712569977e-05
5217,1164,CNR,2427,0.17122084523414668,7.054834991106168e-05
5217,1165,CNS,2427,0.12553858646888494,5.1725828788168496e-05
5217,1166,CNSL,2427,0.09249823562405432,3.811216960200013e-05
5217,1168,CNST,399,0.040035699352646816,0.0001003400986281875
5217,1170,CNTY,2427,0.09162195250141579,3.775111351521046e-05
5217,1171,CNX,2427,0.1672677269532475,6.891954138988359e-05
5217,1172,CNXM,1359,0.043550860634274095,3.204625506569102e-05
5217,1173,CNXN,2427,0.15026255823182255,6.191287937034304e-05
5217,1174,CO,2427,0.02441600938722143,1.0060160439728648e-05
5217,1175,COCP,2011,-0.0026914033485149263,-1.3383407998582428e-06
5217,1176,CODA,1767,0.02608604320898934,1.4762899382563294e-05
5217,1177,CODI,2427,0.07329153763539091,3.0198408584833503e-05
5217,1178,CODX,661,0.004815726945916134,7.285517316060717e-06
5217,1179,COE,939,0.024860493024189682,2.647549842831702e-05
5217,1180,COF,2427,0.08503096891542646,3.503542188521898e-05
5217,1181,COFS,2427,-0.003913495140320572,-1.6124825464856087e-06
5217,1182,COG,2427,0.13375851570872943,5.511269703697134e-05
5217,1183,COHN,2427,0.06529696194913988,2.6904393056917955e-05
5217,1184,COHR,2427,0.19902771912242762,8.200565270804599e-05
5217,1185,COHU,2427,0.14113791787870356,5.815324181240361e-05
5217,1186,COKE,2427,0.0776336616589282,3.198749965345208e-05
5217,1187,COLB,2427,0.10236137128162041,4.217609035089428e-05
5217,1188,COLD,524,0.01392048465130829,2.6565810403260097e-05
5217,1189,COLL,1205,0.0847536964523831,7.033501780280755e-05
5217,1190,COLM,2427,0.1013324676443142,4.175214983284474e-05
5217,1191,COMM,1589,0.08757685425251444,5.5114445722161384e-05
5217,1192,CONE,1783,0.05485427254511663,3.0765155661871354e-05
5217,1193,CONN,2427,0.16766679173270957,6.908396857548809e-05
5217,1194,COO,2427,0.0906929301345621,3.736832720830742e-05
5217,1195,COOP,1986,0.0687919587740143,3.4638448526694006e-05
5217,1196,COP,2427,0.0969283588394647,3.9937519093310546e-05
5217,1197,COR,2367,0.09691367032840893,4.094367145264425e-05
5217,1198,CORE,2427,0.07151749353801592,2.9467446863624196e-05
5217,1199,CORR,2427,0.0733781403450577,3.023409161312637e-05
5217,1200,CORT,2427,0.23224389899506653,9.569175895964835e-05
5217,1201,CORV,2427,0.10572826568816059,4.356335627859934e-05
5217,1202,COST,2427,0.046033734914423904,1.8967340302605648e-05
5217,1203,COTY,1683,0.045439727014855325,2.6999243621423247e-05
5217,1204,COUP,847,0.05746331176711937,6.784334329057778e-05
5217,1205,COWN,2427,0.16382284388801974,6.750014169263277e-05
5217,1206,COWNL,423,0.0022443916826193453,5.3058905026462065e-06
5217,1207,COWNZ,546,0.0007638663486761247,1.3990226166229391e-06
5217,1208,CP,2427,0.09523115578674816,3.923821828873019e-05
5217,1209,CPA,2427,0.08222116645149044,3.3877695282855555e-05
5217,1212,CPAC,2011,0.023520593737581405,1.1695969039075786e-05
5217,1213,CPAH,2427,-0.011428389719475927,-4.708854437361322e-06
5217,1214,CPB,2427,0.025982274294983447,1.0705510628340934e-05
5217,1215,CPE,2427,0.21618313112176296,8.907421966286072e-05
5217,1216,CPF,2427,0.09268990000310387,3.819114132801972e-05
5217,1217,CPG,1837,0.09486046565952576,5.163879458874565e-05
5217,1218,CPHC,2427,0.021079233942790626,8.685304467569274e-06
5217,1219,CPHI,2427,0.06631869385392858,2.7325378596591916e-05
5217,1220,CPIX,2427,0.035001104366517426,1.4421551036883982e-05
5217,1221,CPK,2427,0.047034484336054456,1.9379680402165e-05
5217,1222,CPLG,432,0.007781816687809197,1.8013464555113882e-05
5217,1223,CPLP,2427,0.10911670091269901,4.495949769785703e-05
5217,1224,CPRI,2056,0.10368250523726213,5.0429234064816216e-05
5217,1225,CPRT,2427,0.07109030816952677,2.9291433114761752e-05
5217,1226,CPRX,2427,0.16850864792184264,6.943083968761542e-05
5217,1227,CPS,2427,0.09428277885562357,3.884745729527135e-05
5217,1228,CPSH,2427,0.04875642941729497,2.008917569727852e-05
5217,1229,CPSI,2427,0.09745576625186113,4.015482746265395e-05
5217,1230,CPSS,2427,0.07867555471274573,3.24167922178598e-05
5217,1231,CPST,2427,0.20786631683961831,8.564743174273519e-05
5217,1232,CPT,2427,0.04634266692467323,1.90946299648427e-05
5217,1233,CPTA,1611,0.017575594707872014,1.0909742214693988e-05
5217,1234,CPTAG,653,0.0030478211274819517,4.66741367148844e-06
5217,1235,CPTAL,653,0.00032596347098963615,4.991783629244045e-07
5217,1237,CQP,2427,0.0943194858135095,3.886258171137598e-05
5217,1238,CR,2427,0.11778865191905064,4.8532613069242124e-05
5217,1239,CRAI,2427,0.1085401784556695,4.472195239211764e-05
5217,1240,CRBP,1337,0.08949996588989181,6.694088697822873e-05
5217,1241,CRC,1349,0.10935090123722661,8.106071255539408e-05
5217,1242,CREE,2427,0.2018824079022944,8.318187387816004e-05
5217,1243,CREG,2427,0.1498152491739506,6.172857403129402e-05
5217,1244,CRESY,2427,0.11162761845630698,4.599407435364935e-05
5217,1245,CREX,2427,0.005148399962878298,2.1213020036581366e-06
5217,1246,CRF,2427,0.061008370623749954,2.513735913627934e-05
5217,1247,CRH,2427,0.0892320288585629,3.6766390135378207e-05
5217,1248,CRHM,2427,0.0632270547136392,2.605152645803016e-05
5217,1249,CRI,2427,0.10304578463154476,4.2458090083042756e-05
5217,1250,CRIS,2427,0.2584458049689561,0.00010648776471732843
5217,1251,CRK,2427,0.19338844158460836,7.968209377198531e-05
5217,1252,CRL,2427,0.1063928917973041,4.383720304792093e-05
5217,1253,CRM,2427,0.20719838084649295,8.53722211975661e-05
5217,1254,CRMD,2427,0.08809263610746643,3.6296924642549e-05
5217,1255,CRMT,2427,0.09919687607102244,4.087221922992272e-05
5217,1257,CRNT,2427,0.14243856152289133,5.868914772265815e-05
5217,1258,CRNX,400,0.020451735268296797,5.112933817074199e-05
5217,1259,CROC,1908,-0.0066256884911697015,-3.472583066650787e-06
5217,1260,CRON,498,0.02312865738790632,4.644308712430988e-05
5217,1261,CROX,2427,0.18622664146221887,7.67312078542311e-05
5217,1262,CRS,2427,0.17137589852203075,7.061223672106747e-05
5217,1265,CRSP,838,0.06434104993724324,7.677929586783203e-05
5217,1266,CRT,1837,0.04633900356196223,2.52253693859348e-05
5217,1267,CRTO,1586,0.0808006943944195,5.094621336344231e-05
5217,1269,CRUS,2427,0.18342469934274577,7.557671995992822e-05
5217,1270,CRVL,2427,0.0924877125204726,3.8107833753799995e-05
5217,1271,CRVS,984,0.034903219925354625,3.54707519566612e-05
5217,1273,CRWS,2427,0.03270194398259,1.3474224961924186e-05
5217,1274,CRY,2427,0.15565373133758978,6.413421151116184e-05
5217,1275,CS,2427,0.08251564385863545,3.39990291959767e-05
5217,1276,CSBR,2427,0.07745789178961235,3.191507696316949e-05
5217,1277,CSCO,2427,0.07999313321265797,3.2959675818977326e-05
5217,1278,CSFL,2427,0.0898172470752388,3.7007518366394235e-05
5217,1279,CSGP,2427,0.1428095043358333,5.8841987777434406e-05
5217,1280,CSGS,2427,0.07472415761370932,3.078869287750693e-05
5217,1281,CSII,2427,0.1957040515392297,8.063619758517911e-05
5217,1282,CSIQ,2427,0.31015888971533295,0.00012779517499601688
5217,1283,CSL,2427,0.09839280738770385,4.054091775348325e-05
5217,1284,CSLT,1494,0.12648284926882425,8.466054167926657e-05
5217,1285,CSOD,2246,0.19361616990245753,8.620488419521706e-05
5217,1286,CSPI,2427,0.0442423293809933,1.822922512607882e-05
5217,1288,CSQ,2427,0.07323667202549818,3.0175802235475145e-05
5217,1289,CSSE,629,0.02404134603557335,3.822153582762059e-05
5217,1290,CSSEP,414,0.0001319426372591817,3.1870202236517315e-07
5217,1291,CSTE,1990,0.09426441840042926,4.736905447257752e-05
5217,1293,CSTM,1697,0.12912169632198303,7.608821232880556e-05
5217,1294,CSTR,857,0.03412885986790349,3.982364045262951e-05
5217,1295,CSU,2427,0.12873517779320884,5.304292451306503e-05
5217,1296,CSV,2427,0.06683071913956584,2.7536349048028777e-05
5217,1297,CSWC,2427,0.07200858804486583,2.966979317876631e-05
5217,1298,CSWCL,544,-0.0023997606633540617,-4.411324748812614e-06
5217,1299,CSWI,1104,0.025580568090438096,2.3170804429744652e-05
5217,1300,CSX,2427,0.1128213774938403,4.6485940458937085e-05
5217,1301,CTAA,1022,0.012198686118417103,1.193609209238464e-05
5217,1302,CTAS,2427,0.07427772725761494,3.060474959110628e-05
5217,1303,CTB,2427,0.14981546324879283,6.172866223683265e-05
5217,1304,CTBB,878,0.010983557990169724,1.2509747141423376e-05
5217,1305,CTBI,2427,0.0690896981049923,2.846711912030997e-05
5217,1306,CTDD,707,0.006715385264340715,9.49842328761063e-06
5217,1307,CTEK,2427,-0.015573534236217114,-6.416783780888799e-06
5217,1308,CTG,2427,0.09525722216677288,3.9248958453552894e-05
5217,1309,CTHR,2427,0.045253104076153565,1.8645695952267643e-05
5217,1310,CTIB,2427,-0.003127023696308491,-1.2884316836870586e-06
5217,1311,CTIC,2427,0.12344237133874211,5.0862122512872726e-05
5217,1312,CTK,349,0.034255582176190826,9.815353059080466e-05
5217,1313,CTL,2427,0.06446249941043421,2.6560568360294277e-05
5217,1314,CTLT,1398,0.049720962018229065,3.556578112891921e-05
5217,1315,CTMX,1098,0.08586950898734597,7.820538159138977e-05
5217,1316,CTO,2427,0.07255686024166932,2.9895698492653204e-05
5217,1317,CTR,1897,0.07522867727070531,3.9656656442121934e-05
5217,1318,CTRA,881,-0.00010227162335248833,-1.1608583808454975e-07
5217,1319,CTRC,2427,0.14895771372595193,6.137524257352778e-05
5217,1320,CTRE,1442,0.0325892557575205,2.2600038666796463e-05
5217,1321,CTRM,258,0.002388299761561912,9.25697582000741e-06
5217,1322,CTRN,2427,0.08716764567910681,3.591579962056317e-05
5217,1323,CTS,2427,0.1476621870584102,6.084144501788636e-05
5217,1324,CTSH,2427,0.09689500996019305,3.992377831075115e-05
5217,1325,CTSO,1298,0.08561326887759013,6.595783426624817e-05
5217,1326,CTT,1556,0.03162852606738089,2.0326816238676663e-05
5217,1327,CTV,1356,0.011362779720809794,8.379631062544096e-06
5217,1329,CTXR,1354,-0.011523068257816082,-8.510390146097549e-06
5217,1330,CTXS,2427,0.12788458396127667,5.269245321849059e-05
5217,1331,CTY,1696,0.013880570061106054,8.184298385086116e-06
5217,1332,CTZ,1165,0.010462452973069594,8.980646328815103e-06
5217,1333,CUB,2427,0.08276825878107805,3.4103114454502694e-05
5217,1334,CUBA,2427,0.07426044396895062,3.0597628334961113e-05
5217,1336,CUBE,2427,0.07489902780544937,3.086074487245544e-05
5217,1337,CUBI,1996,0.059248572367912526,2.9683653490938138e-05
5217,1338,CUE,536,0.02327710542688805,4.3427435497925465e-05
5217,1339,CUI,2427,0.03754044078753714,1.546783716008947e-05
5217,1340,CUK,2427,0.07238612983937424,2.9825352220590954e-05
5217,1341,CULP,2427,0.07967737049458634,3.282957169121811e-05
5217,1342,CUO,2427,0.011284770817284887,4.64967895232175e-06
5217,1343,CURO,552,0.027350346495197117,4.954772915796579e-05
5217,1344,CUTR,2427,0.1163046524714123,4.792115882629267e-05
5217,1346,CVA,2427,0.05856150076309675,2.4129172131477853e-05
5217,1347,CVBF,2427,0.09464987561112646,3.89987126539458e-05
5217,1348,CVCO,2427,0.19117851856774826,7.877153628667007e-05
5217,1349,CVCY,2427,0.005508186027428893,2.2695451287304874e-06
5217,1350,CVE,2427,0.1417607285146923,5.8409859297359826e-05
5217,1351,CVEO,1449,0.08676391514952575,5.9878478364061936e-05
5217,1352,CVET,261,0.011042298951620826,4.2307658818470596e-05
5217,1353,CVGI,2427,0.23550485339317767,9.703537428643497e-05
5217,1354,CVGW,2427,0.06871585194224696,2.8313082794498127e-05
5217,1355,CVI,2427,0.16704409504509024,6.882739804082828e-05
5217,1356,CVIA,432,0.011817391353377798,2.735507257726342e-05
5217,1357,CVLT,2427,0.18748837289100295,7.725108071322743e-05
5217,1358,CVLY,2427,0.027918550941471876,1.1503317239996652e-05
5217,1359,CVM,2427,0.1843663662466084,7.596471621203478e-05
5217,1360,CVNA,707,0.07432196320936144,0.00010512300312498081
5217,1361,CVR,2427,0.0006924983640081021,2.853310111281838e-07
5217,1362,CVS,2427,0.05395130391168342,2.2229626663239977e-05
5217,1363,CVTI,2427,0.11751848389742368,4.8421295384187754e-05
5217,1364,CVU,2427,0.05422426615216141,2.23420956539602e-05
5217,1365,CVV,2427,0.13334124942770384,5.494077026275395e-05
5217,1366,CVX,2427,0.06653922202325867,2.7416243108058783e-05
5217,1367,CW,2427,0.11961401046929762,4.9284717951914965e-05
5217,1368,CWBC,2427,0.01269596834372025,5.2311365239885665e-06
5217,1369,CWBR,894,0.049480527230889165,5.534734589584918e-05
5217,1370,CWCO,2427,0.07227350583966648,2.977894760596064e-05
5217,1371,CWEN,1199,0.04337336794470243,3.6174618802921125e-05
5217,1372,CWH,846,0.06289536660388106,7.434440496912656e-05
5217,1373,CWK,389,0.016371924353328654,4.208720913452096e-05
5217,1374,CWST,2427,0.1189343799095053,4.9004688879070995e-05
5217,1375,CWT,2427,0.04892875142833623,2.0160177761984437e-05
5217,1376,CX,2427,0.19118962243832419,7.877611142905818e-05
5217,1377,CXDC,2427,0.04861939363912243,2.003271266548102e-05
5217,1378,CXE,2427,0.01326263181560507,5.464619619120342e-06
5217,1379,CXH,2427,0.00767712980781465,3.1632178853789245e-06
5217,1380,CXO,2427,0.1787801231488543,7.366300912602156e-05
5217,1381,CXP,1600,0.028420605119168454,1.7762878199480283e-05
5217,1382,CXW,2427,0.06839385656851228,2.8180410617433984e-05
5217,1383,CY,2427,0.20046522706458134,8.259795099488313e-05
5217,1384,CYAD,1175,-0.00683117063858652,-5.813762245605548e-06
5217,1385,CYAN,2427,0.09816362900428088,4.044648908293403e-05
5217,1386,CYBE,2427,0.08162233196316337,3.363095672153415e-05
5217,1387,CYBR,1360,0.10972779693747861,8.068220363049898e-05
5217,1388,CYCC,2427,0.1814492699719481,7.476278119981381e-05
5217,1389,CYCCP,2427,-0.005779034934751805,-2.3811433600131046e-06
5217,1391,CYD,2427,0.09742635556841066,4.014270934009504e-05
5217,1392,CYH,2427,0.2006542716783122,8.26758432955551e-05
